id,name,host_id,host_name,host_since_Year,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,accommodates,bedrooms
2818,Quiet Garden View Room & Super Fast WiFi,3159,Daniel,2008,Oostelijk Havengebied - Indische Buurt,52.36435,4.94358,Private room,49,3,296,2022-06-01,4.89,4.93,5,4.97,4.98,4.69,4.82,2,1
20168,Studio with private bathroom in the centre 1,59484,Alexander,2009,Centrum-Oost,52.36407,4.89393,Private room,106,1,339,2020-04-09,4.44,4.69,4.79,4.63,4.62,4.87,4.49,2,1
27886,"Romantic, stylish B&B houseboat in canal district",97647,Flip,2010,Centrum-West,52.38761,4.89188,Private room,126,2,231,2022-04-24,4.94,4.92,4.95,4.95,4.92,4.89,4.79,2,1
28871,Comfortable double room,124245,Edwin,2010,Centrum-West,52.36775,4.89092,Private room,75,2,403,2022-06-04,4.88,4.95,4.9,4.96,4.94,4.97,4.83,2,1
29051,Comfortable single room,124245,Edwin,2010,Centrum-Oost,52.36584,4.89111,Private room,55,2,554,2022-06-02,4.79,4.88,4.84,4.92,4.91,4.87,4.76,1,1
44391,Quiet 2-bedroom Amsterdam city centre apartment,194779,Jan,2010,Centrum-Oost,52.37168,4.91471,Entire home/apt,240,3,42,2022-03-29,4.71,4.67,4.45,4.94,4.9,4.67,4.47,4,2
49552,Multatuli Luxury Guest Suite in top location,225987,Joanna & MP,2010,Centrum-West,52.38028,4.89089,Entire home/apt,232,3,417,2022-05-30,4.91,4.91,4.9,4.95,4.96,4.98,4.77,3,2
50523,B & B de 9 Straatjes (city center),231946,Raymond,2010,Centrum-West,52.36811,4.88262,Private room,118,2,326,2022-05-16,4.87,4.9,4.89,4.87,4.85,4.94,4.82,2,1
55709,Bright Loft in Centre Amsterdam,263233,Jan-Willem,2010,Centrum-Oost,52.358112,4.897637,Entire home/apt,151,3,63,2022-04-13,4.95,4.89,4.92,4.94,4.98,4.92,4.79,2,1
55868,Apartment near Museumplein (centre),264178,Cornelie,2010,Zuid,52.35597,4.88512,Entire home/apt,149,4,95,2020-01-03,4.86,4.91,4.86,4.95,4.98,4.95,4.8,4,2
62015,"Charming, beautifully & sunny place with cat Luna",301340,Jessica,2010,Oud-Oost,52.36431,4.93122,Entire home/apt,120,2,36,2021-11-14,4.91,4.94,4.88,5,4.94,4.68,4.59,2,1
80635,TOP LOCATED Canalhouse B&B Jordaan,436145,Riks,2011,Centrum-West,52.37828,4.8944,Private room,82,3,228,2021-11-01,4.77,4.73,4.82,4.86,4.8,4.95,4.59,1,1
82482,The Backroom - Central private appt,186729,Shawna,2010,Centrum-West,52.36968,4.88122,Entire home/apt,109,2,923,2022-05-29,4.49,4.58,4.29,4.77,4.72,4.92,4.43,4,
91535,"Privat room and shared Houseboat ""Ramona"" centre",494281,Michiel,2011,De Pijp - Rivierenbuurt,52.35774,4.89647,Private room,145,1,67,2022-05-29,4.84,4.9,4.75,4.88,4.9,4.94,4.73,2,1
97221,Beautiful and spacious room,195859,Gianni,2010,Slotervaart,52.34801,4.83639,Private room,64,2,226,2022-05-19,4.58,4.65,4.87,4.76,4.75,4.3,4.46,2,1
97476,"Spacious, bright apartment near Vondelpark",485930,Rachel,2011,Zuid,52.35665,4.86363,Entire home/apt,115,14,55,2022-03-27,4.89,4.96,4.91,4.94,4.96,4.85,4.85,2,1
137026,Entire house with garden in De Pijp,670266,Ton & Fede,2011,De Pijp - Rivierenbuurt,52.35178,4.90699,Entire home/apt,265,2,99,2022-04-25,4.77,4.8,4.7,4.96,4.87,4.82,4.64,4,4
162467,Modern app. with brand new design bathroom,776296,Nicole,2011,De Baarsjes - Oud-West,52.3627,4.85693,Entire home/apt,175,3,62,2022-03-15,4.75,4.82,4.66,4.9,4.92,4.69,4.53,2,1
168769,"SUPERLOCATED Room in  CANALHOUSE, Private bath",436145,Riks,2011,Centrum-West,52.37956,4.89359,Private room,88,3,268,2021-10-18,4.58,4.64,4.76,4.76,4.7,4.96,4.39,1,1
169356,"Central,Rooftop 360',Zen,Canal-View, Bright,Quiet",806976,Niccolo,2011,Centrum-West,52.38104,4.88306,Entire home/apt,195,7,26,2022-04-03,5,5,5,5,5,4.96,4.96,2,1
171054,Spacious apartment next to center,815989,Kamiel,2011,De Baarsjes - Oud-West,52.36768,4.86646,Entire home/apt,120,3,103,2018-11-28,4.75,4.82,4.77,4.96,4.97,4.73,4.75,3,2
179528,Authentic Amsterdam apartment RAI,856540,Pierre,2011,De Pijp - Rivierenbuurt,52.34332,4.89484,Entire home/apt,270,21,29,2021-10-31,4.5,4.73,4.38,4.81,4.92,4.62,4.4,3,2
188347,Clean & Cozy room in The Baarsjes,907405,Yahav,2011,De Baarsjes - Oud-West,52.3683,4.85446,Private room,111,1,370,2022-04-28,4.65,4.7,4.82,4.84,4.88,4.48,4.51,2,1
189754,Metropolitan B&B centre Amsterdam,915591,Marijn,2011,Centrum-West,52.37548,4.89398,Entire home/apt,170,2,234,2022-05-29,4.77,4.86,4.81,4.93,4.95,4.94,4.62,4,1
193038,Private Loft&Bathroom  Ensuite Studio Ctr Amsterda,935742,Johan,2011,Centrum-Oost,52.36057,4.89671,Private room,121,3,642,2022-05-23,4.96,4.96,4.98,4.99,4.97,4.95,4.89,2,1
214531,LUXURIOUS GUESTHOUSE in CITY CENTER,1107389,Henry,2011,Centrum-West,52.37169,4.89446,Private room,115,3,173,2022-03-23,4.83,4.87,4.79,4.88,4.84,4.88,4.74,3,1
219276,Suite in Canalhouse in the heart of the center,1135329,Amsterdam Boutique Apartments,2011,Centrum-West,52.36883,4.88749,Private room,300,2,13,2022-05-15,5,5,5,5,5,5,4.58,2,1
222516,Cosy and bright apartment in Amsterdam West,1155595,Alex,2011,De Baarsjes - Oud-West,52.36271,4.85875,Entire home/apt,119,7,137,2022-05-29,4.71,4.82,4.78,4.87,4.88,4.54,4.54,2,1
245927,Sonnenberg - Canal side & view - Private & Central,1005087,Wytse,2011,Centrum-West,52.36815,4.88604,Entire home/apt,515,2,146,2022-05-25,4.83,4.9,4.87,4.86,4.88,4.97,4.62,4,2
247805,"Bellavista, central,with canal view",1298735,Carolien,2011,De Baarsjes - Oud-West,52.36707,4.87348,Private room,122,2,361,2022-05-29,4.86,4.92,4.88,4.94,4.95,4.86,4.74,2,1
252080,Amazing apartment historical centre,1322517,Evan,2011,Centrum-Oost,52.36936,4.90963,Entire home/apt,385,4,11,2019-10-26,4.89,4.9,4.9,4.8,5,4.9,4.7,4,2
254800,Amazing apartment in city center,1337537,Diederik,2011,Centrum-West,52.37122,4.88211,Entire home/apt,325,2,58,2022-04-19,4.93,4.95,4.9,4.98,4.93,5,4.66,2,1
255809,stylish apartment free car parking and 2 bikes,1344947,Flo&André,2011,De Pijp - Rivierenbuurt,52.34416,4.88709,Private room,182,2,119,2022-05-23,4.87,4.89,4.94,4.93,4.91,4.77,4.69,4,2
262394,Charming Studio with Roof Terrace,1376607,Martin,2011,Zuid,52.35695,4.85234,Private room,88,3,113,2019-10-07,4.83,4.83,4.86,4.98,4.95,4.69,4.66,2,1
274688,Cozy sleeping in popular Amsterdam West,1435990,Marij,2011,Bos en Lommer,52.37977,4.85574,Entire home/apt,88,4,43,2019-08-10,4.85,4.86,4.88,4.95,4.86,4.49,4.72,2,1
283170,5-bedrooms house; central location,1451657,Marco,2011,Zuid,52.35435,4.87316,Entire home/apt,1036,2,113,2022-05-15,4.52,4.55,4.56,4.71,4.83,4.71,4.14,12,5
286374,Cozy and quiet 1 bedroom apartment,1173052,Anita,2011,Geuzenveld - Slotermeer,52.37725,4.83307,Entire home/apt,130,4,4,2022-05-20,4.75,4.75,4.75,4.75,4.75,4,4.75,4,1
286500,"Centre, canal view with private bathroom",1491565,David,2011,Centrum-West,52.37561,4.9,Private room,162,3,318,2022-05-26,4.89,4.96,4.93,4.93,4.91,4.92,4.79,2,1
290701,"Central, big window, rear room with private bath.",1491565,David,2011,Centrum-West,52.37561,4.9,Private room,161,3,374,2022-06-02,4.85,4.94,4.92,4.93,4.89,4.92,4.76,2,1
291752,Cozy & large bohemian style room,1511330,Ton,2011,Oud-Oost,52.35179,4.91082,Private room,105,3,209,2020-03-12,4.86,4.94,4.84,4.93,4.92,4.74,4.71,2,1
304082,Quiet studio in the heart of town with Garden!,276068,Mirre,2010,Centrum-West,52.37239,4.89657,Private room,137,2,174,2022-05-22,4.77,4.76,4.67,4.88,4.83,4.9,4.6,2,1
304143,Unique Beautiful Houseboat (ship) in Center,1565319,Dick,2012,Oud-Oost,52.3623,4.92028,Entire home/apt,95,3,52,2020-03-07,4.55,4.85,4.06,4.91,4.86,4.85,4.44,2,1
306852,"SunShine, A Sunny Amsterdam Center Special",1141485,Gisèle And Simon,2011,Centrum-Oost,52.35931,4.89844,Entire home/apt,200,4,31,2022-05-30,4.61,4.68,4.61,4.84,4.87,4.9,4.65,4,2
307497,Sailing ship group stays in Amsterdam,1582128,Jorn,2012,Centrum-Oost,52.36733,4.92055,Entire home/apt,911,2,101,2022-04-24,4.88,4.81,4.7,4.87,4.87,4.56,4.53,16,10
307621,"SunBird, Sunny Apt in Quiet Street",1141485,Gisèle And Simon,2011,Centrum-Oost,52.35871,4.89616,Entire home/apt,125,3,2,2015-10-24,4.5,5,5,5,5,5,5,2,1
308028,"SunFlower, A Sunny B&B + 2 Bicycles",1141485,Gisèle And Simon,2011,Centrum-Oost,52.35972,4.8975,Private room,95,3,35,2020-07-28,4.77,4.71,4.71,4.94,4.91,4.91,4.69,2,1
311124,*historic centre* *bright* *canal view* *jordaan*,1600010,Anke & Robert,2012,Centrum-West,52.37104,4.87713,Entire home/apt,225,5,85,2022-05-07,4.75,4.72,4.79,4.89,4.92,4.93,4.59,2,1
319985,Elegant Appartement Central Location.,1640702,J,2012,De Pijp - Rivierenbuurt,52.35669,4.90187,Entire home/apt,231,1,424,2022-05-25,4.75,4.82,4.69,4.86,4.77,4.85,4.63,4,1
327285,beautiful designed ap.+bikes+garden,1672823,Ester,2012,De Pijp - Rivierenbuurt,52.35625,4.89323,Private room,239,2,539,2022-05-27,4.94,4.91,4.91,4.98,4.99,4.91,4.84,4,1
331946,Lovely FAMILY house near Vondelpark,1687595,Sebastiaan,2012,De Baarsjes - Oud-West,52.3606,4.85739,Entire home/apt,220,2,27,2019-07-21,4.88,4.88,4.64,4.92,4.88,4.79,4.75,4,4
343094,Amstel Nest - an urban retreat for two,1740785,Rob & Fang,2012,Oud-Oost,52.35715,4.90926,Private room,100,3,419,2022-05-21,4.89,4.87,4.89,4.97,4.97,4.88,4.75,2,1
350271,Luxe boat AMSTERDAM IJBURG!!!,1775032,Agustina,2012,IJburg - Zeeburgereiland,52.36129,4.98845,Entire home/apt,395,7,3,2018-09-17,4,5,4.5,5,5,5,4,4,3
357980,★ STYLISH FAMILY HOME - CITY CENTER,1811745,Marre,2012,De Baarsjes - Oud-West,52.36348,4.87648,Entire home/apt,232,2,101,2022-05-06,4.87,4.9,4.81,4.92,4.97,4.95,4.74,4,4
366438,Amsterdam@ city centre & canal view,1849988,Nicolet,2012,Centrum-Oost,52.36738,4.89671,Private room,130,2,434,2022-06-02,4.74,4.81,4.73,4.84,4.88,4.92,4.63,2,1
367107,"IN HISTORIC CENTRE, NEXT TO AMSTEL, PEACEFUL HOME",1853421,Marijn,2012,Centrum-Oost,52.36263,4.90216,Entire home/apt,182,5,12,2022-04-17,5,4.92,4.83,4.92,5,5,4.75,2,1
367491,"Charming,  bright and quiet home center Amsterdam",1855417,Maarten,2012,De Baarsjes - Oud-West,52.364,4.87814,Entire home/apt,174,3,72,2022-01-03,4.91,4.9,4.77,4.96,4.97,4.91,4.74,2,1
379885,Private Studio Houseboat *BEST VIEW* @Amstel,1907015,Masha,2012,De Pijp - Rivierenbuurt,52.35465,4.9061,Private room,297,3,84,2022-05-22,4.66,4.65,4.54,4.73,4.58,4.85,4.47,2,1
396125,In the heart of Amsterdam!,1979865,Carolyn,2012,Centrum-West,52.37824,4.88532,Private room,70,3,574,2020-03-02,4.87,4.86,4.93,4.91,4.95,4.92,4.8,2,1
402353,Comfortable design apartment with roof terrace,2008330,Lidy,2012,Watergraafsmeer,52.35338,4.93407,Private room,139,2,228,2022-05-31,4.85,4.83,4.93,4.92,4.9,4.72,4.71,2,1
414865,"Charming house, perfect for two!",2063261,Miranda,2012,Zuid,52.35043,4.84676,Entire home/apt,110,4,8,2022-05-15,4.88,4.88,4.63,4.88,5,4.75,4.75,2,1
415619,Sunny Amsterdam East Harbor View,1336633,Stephan,2011,Oostelijk Havengebied - Indische Buurt,52.36905,4.93528,Entire home/apt,145,2,74,2022-04-11,4.93,4.94,4.8,4.99,4.97,4.82,4.79,3,1
420095,"Cul de Sac, rental house Amstelveen",2089110,Hans,2012,Buitenveldert - Zuidas,52.30978,4.84245,Entire home/apt,150,5,7,2019-01-02,5,5,5,5,4.86,4.71,5,4,4
437757,COOL DESIGN HOUSE with WiFi,2174719,Natalie,2012,De Pijp - Rivierenbuurt,52.35503,4.90516,Entire home/apt,145,3,136,2022-05-29,4.63,4.68,4.58,4.81,4.86,4.77,4.53,2,1
438089,STUDIO FOR 2 VONDELPARK AMSTERDAM,2064560,Har,2012,De Baarsjes - Oud-West,52.36116,4.86608,Private room,129,4,215,2022-05-31,4.78,4.79,4.52,4.89,4.77,4.87,4.72,2,1
440992,Charming houseboat near Olympic St.,2191136,Jan,2012,Zuid,52.341621,4.849049,Entire home/apt,200,3,116,2022-05-29,4.87,4.87,4.83,4.91,4.89,4.65,4.69,4,2
441424,Family house in centre of Amsterdam,2193861,Marco,2012,Oostelijk Havengebied - Indische Buurt,52.37281,4.94303,Entire home/apt,150,3,34,2021-07-24,4.55,4.63,4.41,4.78,4.81,4.72,4.47,4,3
445660,cosy room with private entrance,2202945,Heleen,2012,De Baarsjes - Oud-West,52.37001,4.85646,Private room,79,2,427,2022-05-26,4.79,4.87,4.88,4.93,4.92,4.7,4.67,3,2
446999,Guestroom VONDELPARK AMSTERDAM,2064560,Har,2012,De Baarsjes - Oud-West,52.35927,4.86529,Private room,119,4,328,2020-03-08,4.77,4.82,4.65,4.91,4.82,4.82,4.73,2,1
450767,Houseboat 'Saturnus' Amsterdam,2238440,Richard En Birgit,2012,Centrum-Oost,52.37006,4.90081,Entire home/apt,284,3,104,2022-05-15,4.63,4.72,4.66,4.72,4.65,4.94,4.39,4,2
462341,Central 17th Century Unique House,2297302,Milen & Joes,2012,Centrum-West,52.3739,4.89263,Entire home/apt,176,3,36,2022-05-08,4.97,5,5,4.94,5,4.97,4.89,2,3
481664,Live the life of A'dam on water!,1382273,Eltjo,2011,Westerpark,52.39134,4.89067,Private room,105,2,471,2022-05-28,4.69,4.79,4.63,4.85,4.79,4.7,4.44,2,1
483779,Spacious studio apartment in A'dam,2395278,Alex,2012,Slotervaart,52.3509,4.83293,Private room,100,2,37,2017-10-22,4.88,4.85,4.88,4.94,4.97,4.38,4.82,2,
494433,Clean & Cozy Apartment in The Baarsjes!,907405,Yahav,2011,De Baarsjes - Oud-West,52.36812,4.85422,Entire home/apt,160,2,24,2019-08-05,4.87,4.75,4.83,4.83,4.96,4.63,4.63,6,2
503629,"Quiet & spacious apt, near Museums & Concertgebouw",2483843,Alban,2012,Zuid,52.3543,4.87701,Entire home/apt,120,5,11,2019-07-28,4.82,5,4.73,5,5,4.73,4.82,5,3
505012,Centre Amsterdam perfect for family,1645998,Djoke,2012,Centrum-Oost,52.36412,4.88757,Entire home/apt,299,3,60,2019-10-23,4.72,4.84,4.72,4.9,4.97,4.93,4.48,4,3
505650,Stylish Design Apartment,2492723,Irene,2012,Zuid,52.35482,4.87438,Private room,140,3,137,2022-05-29,4.96,4.85,4.98,4.99,4.99,4.95,4.81,3,2
507598,Canal View Apartment! Jordaan Area,2501656,Stephanie,2012,Centrum-West,52.37694,4.88003,Entire home/apt,600,2,62,2019-06-16,4.74,4.72,4.66,4.82,4.9,4.81,4.34,4,2
508433,Amazing views in Amsterdam (2 bedr),1744556,Martien,2012,Geuzenveld - Slotermeer,52.37166,4.82951,Entire home/apt,375,3,65,2022-05-15,4.86,4.97,4.86,4.92,4.98,4.6,4.82,4,2
515088,Familyfriendly Suite incl breakfast,2536879,Hansje,2012,Noord-Oost,52.39675,4.99603,Private room,120,2,2,2019-03-10,5,5,5,5,5,4,4,4,1
515749,unique and luxurious houseboat,2540480,Derk,2012,Centrum-Oost,52.35902,4.89606,Private room,165,3,195,2022-05-31,4.85,4.83,4.72,4.94,4.95,4.92,4.77,4,1
515921,Apartment near centre with amazing view over city,2541099,Anne-Marie,2012,Zuid,52.35022,4.8525,Entire home/apt,165,3,79,2022-05-01,4.19,4.38,3.92,4.64,4.42,4.53,4.07,4,2
517996,Bright Canal house with amazing view! @the Jordaan,2550339,Aemilia,2012,Centrum-West,52.37827,4.88568,Entire home/apt,410,3,23,2020-03-18,4.86,4.91,4.77,4.86,4.86,4.86,4.64,2,1
522471,Beautiful 2-storey appartment+roof terrace (135 m),2569931,Harriet,2012,Bos en Lommer,52.3774,4.851,Entire home/apt,180,8,24,2022-05-04,4.96,4.92,4.92,5,5,4.67,4.96,4,3
528022,Somewhere Else,2594559,Els,2012,Westerpark,52.39114,4.88846,Private room,100,2,226,2022-06-01,4.87,4.87,4.83,4.94,4.9,4.78,4.75,2,1
538723,Beautiful ground floor apartment,356740,Dimphy,2011,Watergraafsmeer,52.354,4.93965,Entire home/apt,140,5,57,2020-01-01,4.84,4.91,4.84,4.91,4.82,4.58,4.7,4,2
549310,Family Apartment with Garden,2699033,Barbara,2012,De Baarsjes - Oud-West,52.37126,4.86241,Entire home/apt,200,2,50,2022-05-08,4.48,4.46,4.34,4.76,4.68,4.6,4.34,5,2
550401,Beautiful home close to Amsterdam,2705222,Maya,2012,Buitenveldert - Zuidas,52.30611,4.86426,Entire home/apt,140,59,13,2021-12-20,4.92,5,4.62,5,5,4.92,4.83,5,4
553514,"B&B WestergasTverblijf , Cosy!",618589,Mirjam,2011,Westerpark,52.38444,4.86916,Entire home/apt,80,2,162,2020-02-16,4.41,4.39,4.34,4.83,4.88,4.62,4.39,2,
556829,"peaceful stay near city centre,  airport & forrest",2737834,Sophia,2012,Buitenveldert - Zuidas,52.33558,4.86878,Entire home/apt,148,3,24,2022-05-29,4.68,4.79,4.58,4.75,4.96,4.58,4.5,2,1
568005,Bright central studio with terrace,2794849,Yasha & Dessi,2012,Zuid,52.3541,4.8815,Entire home/apt,140,2,55,2017-05-14,4.96,4.94,4.96,4.98,4.94,4.96,4.91,2,1
568446,Pretty apt in the center of A'dam,2797260,Noriko,2012,Centrum-Oost,52.37079,4.90153,Entire home/apt,108,3,108,2022-05-16,4.82,4.75,4.57,4.86,4.88,4.92,4.64,2,1
570753,Southern Comfort near Vondelpark,2439449,Henriette,2012,Zuid,52.34904,4.86765,Private room,75,4,372,2022-05-29,4.87,4.92,4.93,4.94,4.91,4.84,4.79,3,1
571029,"Spacious, 2 bedrooms & garden close to the centre!",2810037,Rosa,2012,De Baarsjes - Oud-West,52.3676,4.85976,Entire home/apt,150,3,10,2018-05-27,4.9,4.9,4.7,4.8,5,4.6,4.6,4,2
575603,Loft right in the city centre,2830952,Henning,2012,Centrum-Oost,52.36112,4.89462,Entire home/apt,245,5,17,2021-07-26,4.82,4.76,4.82,4.94,5,4.94,4.69,4,4
579851,Private Studio on Spectacular Houseboat,2851886,Sonja,2012,Westerpark,52.39144,4.88436,Private room,124,2,507,2022-05-22,4.96,4.97,4.97,4.97,4.96,4.79,4.86,2,1
582028,Quiet large park side apartment for 2 adults 1 kid,2865851,Oliver,2012,Slotervaart,52.36021572,4.843456509,Entire home/apt,211,5,10,2018-12-30,4.8,4.9,4.8,4.5,5,4.2,4.4,3,1
582382,Amsterdam Family Home,2868026,Emer,2012,Oud-Noord,52.39442,4.91478,Entire home/apt,170,4,20,2019-12-27,4.78,4.78,4.61,4.89,5,4.39,4.61,5,3
587228,Guesthouse close to amsterdam,2864538,Edith,2012,Noord-Oost,52.44068,4.95268,Entire home/apt,95,2,25,2022-03-06,4.84,4.8,4.84,4.96,4.92,5,4.8,4,1
588020,Large 3 bedroom apartment surrounde,1759884,Ivan,2012,Centrum-Oost,52.36918,4.91316,Entire home/apt,316,3,207,2022-05-22,4.49,4.65,4.5,4.73,4.59,4.75,4.37,6,3
590236,Our Cozy Third floor Home,2912339,Kelli,2012,De Baarsjes - Oud-West,52.36809,4.85436,Entire home/apt,120,4,42,2022-05-29,4.85,4.95,4.83,4.88,4.93,4.76,4.9,2,1
590681,Beautiful large family garden house Vondelpark,2914846,Lotte,2012,Zuid,52.34788,4.8506,Entire home/apt,295,2,14,2021-11-28,5,4.86,4.57,4.86,5,4.5,4.64,4,4
606871,Modern Houseboat | Canal Views! | JORDAAN AREA,3007402,Diewert,2012,Westerpark,52.37621,4.87075,Private room,161,2,338,2022-05-28,4.72,4.81,4.86,4.84,4.79,4.66,4.62,2,1
608432,Sleep at Amy's B'n'B Front Room,3015785,Erik And Mary Jo,2012,Centrum-West,52.381996,4.888583,Private room,107,1,706,2022-06-05,4.74,4.84,4.75,4.94,4.92,4.9,4.68,2,
613088,Your own cottage in the countryside,3040748,Henk,2012,Noord-Oost,52.41016,4.96369,Private room,87,2,389,2022-05-17,4.86,4.8,4.81,4.9,4.9,4.78,4.79,2,1
613110,"All u need, nice place in amsterdam",3040855,Michael,2012,IJburg - Zeeburgereiland,52.36368,4.9794,Private room,60,1,281,2022-05-29,4.26,4.26,4.45,4.62,4.6,4.33,4.17,4,1
623123,Beautiful and spacious apartment with big rooftop,2695123,Janne,2012,De Baarsjes - Oud-West,52.36247,4.86534,Entire home/apt,450,4,21,2022-04-30,5,4.95,4.95,5,5,4.95,4.85,4,3
627188,Sleep at Amy's B'n'B Garden Room,3015785,Erik And Mary Jo,2012,Centrum-West,52.381996,4.888583,Private room,119,1,456,2022-06-05,4.84,4.9,4.85,4.96,4.97,4.92,4.72,2,
627213,"Houseboat near museums, the Pijp, two lovely cats",3113556,Ingmar,2012,Zuid,52.35094,4.88552,Entire home/apt,100,7,14,2018-06-21,5,4.93,4.71,4.86,4.92,4.93,4.86,5,3
629429,Amstel river unique studio!,3126977,Margaretha,2012,Watergraafsmeer,52.31706,4.90767,Entire home/apt,175,2,53,2022-05-16,4.9,4.9,4.85,4.96,4.96,4.88,4.71,2,1
633585,"Amazing, spacious Amsterdam Apt.",898904,Sietske,2011,De Pijp - Rivierenbuurt,52.34918,4.89197,Entire home/apt,125,4,87,2022-04-14,4.83,4.81,4.67,4.87,4.85,4.84,4.65,2,1
634170,"Westerpark Sanctuary', Office-Apt. across W-Park.",3078488,Carolina,2012,Westerpark,52.38388,4.86562,Entire home/apt,109,14,147,2021-12-31,4.88,4.79,4.86,4.95,4.93,4.79,4.74,4,
635019,"Beautiful, light apartment with huge garden!",2922757,Fleur,2012,Bos en Lommer,52.3786,4.84948,Entire home/apt,150,2,74,2022-05-20,4.82,4.78,4.88,4.93,4.9,4.39,4.57,2,1
653459,"VeryBig luxurious family house A""dam own parking",1634910,Derk,2012,Buitenveldert - Zuidas,52.32237,4.86024,Entire home/apt,240,6,16,2021-07-31,4.94,4.88,4.75,4.94,5,4.75,4.69,4,4
654931,"A-location, ensuite bathroom, centre - Milkmaid -",3278419,Matthijs,2012,Centrum-West,52.37167,4.8948,Hotel room,94,1,729,2022-05-29,4.85,4.82,4.88,4.94,4.94,4.93,4.76,2,1
655216,A-location ensuite bathroom centre 'Pearl Earring',3278419,Matthijs,2012,Centrum-West,52.37098,4.89434,Hotel room,106,1,634,2022-05-31,4.87,4.83,4.91,4.95,4.96,4.96,4.76,2,1
658063,"Superior, 100m2",3317069,Marfi,2012,De Baarsjes - Oud-West,52.36188,4.87694,Private room,146,3,117,2022-05-27,4.36,4.28,4.22,4.66,4.65,4.75,4.23,4,1
660856,Large 4 floor art-filled family-friendly townhouse,3336575,Maaike,2012,Watergraafsmeer,52.3551,4.93262,Entire home/apt,275,7,39,2022-03-13,4.82,4.74,4.24,4.89,4.92,4.82,4.79,4,4
664697,Design Waterfront flat near station,1406783,Alicia,2011,Oud-Noord,52.38537,4.90241,Entire home/apt,87,30,63,2018-06-30,4.33,4.08,4.23,4.57,4.6,4.61,4.25,2,1
667305,"Green, sportive experience in A'dam",3375589,Fred Alexander,2012,Noord-West,52.41878,4.89397,Entire home/apt,146,5,20,2022-05-24,5,4.82,4.94,4.94,5,4.88,4.94,2,1
679838,Penthouse with roof terrace in Amsterdam centrum,3460384,Bastiaan,2012,Centrum-Oost,52.36716,4.90462,Entire home/apt,395,3,52,2021-09-13,4.94,4.96,4.92,4.98,5,4.96,4.76,2,1
683431,Nice Room near to RAI and downtown,2309485,Ned,2012,De Pijp - Rivierenbuurt,52.34557,4.8962,Private room,75,1,499,2022-06-01,4.64,4.77,4.59,4.91,4.92,4.7,4.5,2,1
685990,Room privacy near centre Amsterdam,3498674,Nadia,2012,Geuzenveld - Slotermeer,52.38296,4.83786,Private room,71,4,316,2022-05-29,4.8,4.87,4.87,4.92,4.92,4.46,4.63,2,1
689623,City beach apartment,2272095,Katinka,2012,Centrum-Oost,52.3737,4.92581,Entire home/apt,120,14,85,2022-02-28,4.73,4.78,4.51,4.87,4.85,4.61,4.54,2,1
690757,SPACIOUS LOFT in 17C CANAL MANSION,3529778,Gijs,2012,Centrum-West,52.374,4.89902,Private room,187,2,466,2022-05-29,4.51,4.58,4.46,4.75,4.67,4.89,4.41,3,1
693675,2 rooms in beautiful appartment near Vondelpark,3548522,Susanne,2012,De Baarsjes - Oud-West,52.35925,4.8514,Entire home/apt,95,1,11,2018-09-02,4.73,4.55,5,4.82,4.9,4.55,4.64,2,2
702120,Comfortable apartment near city centre,3505991,Mart,2012,Westerpark,52.38384,4.87303,Entire home/apt,136,2,25,2020-01-01,4.82,4.92,4.54,4.83,4.83,4.79,4.54,2,1
702894,"Cozy and light in Bos en Lommer, 96 m²",3607736,Elmar,2012,Bos en Lommer,52.37449,4.84762,Entire home/apt,240,5,85,2020-01-05,4.87,4.89,4.79,4.95,4.95,4.63,4.79,4,2
705509,Amsterdam Sweet Unit Museumplein,3648704,Michael,2012,Zuid,52.35315,4.87256,Entire home/apt,110,3,270,2022-05-19,4.53,4.6,4.63,4.8,4.72,4.82,4.42,2,1
708528,Independent Studio in 'De Pijp',3644216,Jeremie,2012,De Pijp - Rivierenbuurt,52.35537,4.89477,Private room,139,3,193,2022-05-29,4.87,4.95,4.9,4.96,4.95,4.91,4.71,2,1
713577,Master Bedroom on Canal of Amsterdam City Center,2212219,Patrick & Guus,2012,Oud-Oost,52.35673,4.90778,Private room,82,1,326,2022-06-04,4.56,4.53,4.49,4.75,4.74,4.71,4.55,2,1
716107,Loft style home nearby city centre,3689867,Marijke,2012,De Baarsjes - Oud-West,52.36462,4.86824,Entire home/apt,120,2,151,2021-07-25,4.69,4.81,4.61,4.78,4.82,4.63,4.61,2,1
719623,Canal house right in the Jordaan (center),3713242,Barbara,2012,Centrum-West,52.38284,4.89007,Entire home/apt,156,4,85,2018-12-31,4.61,4.55,4.38,4.86,4.83,4.87,4.57,2,1
721291,Sunny apt great location free bikes,3723928,Katarina,2012,Westerpark,52.37752,4.87086,Private room,72,2,190,2022-05-01,4.73,4.58,4.46,4.93,4.86,4.71,4.58,1,1
721551,Lakeside appartment near Amsterdam,3725324,Marijke,2012,Noord-Oost,52.41881,5.0701,Entire home/apt,180,5,45,2022-05-25,4.95,4.81,4.81,4.98,5,4.79,4.79,6,2
