id,name,host_id,host_name,host_since_Year,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,accommodates,bedrooms
32774323,Cosy Scandinavian-style apartment close to Centre,30307172,Robert & Alla,2015,De Baarsjes - Oud-West,52.36804,4.86689,Entire home/apt,160,3,3,2020-01-02,5,5,5,4.67,5,5,5,2,1
32780893,TWO-ONE-TWO Luxury B&B Museum Quarter Amsterdam,246569156,Ard,2019,Zuid,52.35396,4.86537,Hotel room,211,3,33,2022-04-19,4.91,5,5,4.94,5,4.85,4.85,4,1
32796572,Cozy apartment in De Baarsjes,40419840,Ana,2015,De Baarsjes - Oud-West,52.37167,4.85302,Entire home/apt,200,3,1,2019-12-31,5,5,5,5,5,5,5,4,1
32806651,ParkView,215159267,Daan,2018,Zuid,52.35594,4.85466,Private room,75,2,13,2020-08-20,4.92,4.92,4.69,4.85,4.92,4.92,4.46,2,1
32806990,Trendy apt with bathtub overlooking pretty garden!,220111503,Elsbeth,2018,De Baarsjes - Oud-West,52.36916,4.85836,Entire home/apt,150,5,7,2021-08-23,4.86,4.86,5,5,5,4.71,4.57,2,1
32861412,"PRIVATE apartment in Canal House, Jordaan, Center",221374705,Emmy'S Bnb,2018,Centrum-West,52.38754,4.88702,Private room,115,3,40,2022-05-24,4.9,4.95,4.95,4.95,4.93,4.95,4.73,2,1
32879140,Lovely apartment at the water with a sunny balcony,156772850,Romy,2017,De Baarsjes - Oud-West,52.37137,4.85691,Entire home/apt,471,2,5,2022-05-15,5,5,5,5,5,4.6,4.8,4,2
32879295,Gorgeous 1-Bedroom Apartment in Houthavens for 4 persons,217379764,Short Stay Group,2018,Westerpark,52.39546,4.87817,Entire home/apt,500,1,6,2020-12-07,4.83,4.67,4.83,4.5,4.5,4.5,4.83,4,1
32888043,Studio anno 1659 - City Centre - Central Station,247427991,Rob,2019,Centrum-West,52.3776,4.89546,Private room,110,2,198,2022-06-03,4.86,4.92,4.8,4.94,4.97,4.95,4.79,2,1
32905830,Private island in the heart of Amsterdam,203731852,SWEETS Hotel,2018,Centrum-Oost,52.36195,4.90229,Hotel room,800,1,1,2019-10-05,5,5,5,5,5,5,4,2,1
32919529,★ STYLISH ★ HIDDEN GEM ★ AMSTERDAM CITY CENTER ★,9736191,Kirstie,2013,Centrum-West,52.3858256,4.887268152,Entire home/apt,189,3,0,,,,,,,,,2,1
32948155,"Beautiful, Design Apartment at great location!!!",58983438,Elzbieta,2016,Bos en Lommer,52.37534,4.85606,Entire home/apt,150,3,2,2020-02-16,5,5,5,5,5,5,4,4,2
32948461,Ruime woning van 2 tot 4 gasten met gratis fietsen,247938953,Niels En Elly,2019,De Aker - Nieuw Sloten,52.3466,4.77607,Entire home/apt,108,3,173,2022-06-03,4.69,4.8,4.79,4.94,4.84,4.36,4.57,4,2
32956414,160m2 6 beds garden&terrace: 12 min toAmsterdam C!,7727479,Sandra,2013,IJburg - Zeeburgereiland,52.3607,4.9829,Entire home/apt,200,7,3,2021-08-08,4.67,4.67,3.67,5,5,5,5,6,3
32973071,The Market Studio,248151268,Michel,2019,De Pijp - Rivierenbuurt,52.35604,4.8934,Private room,206,3,45,2020-03-06,4.71,4.84,4.78,4.91,4.93,4.93,4.51,2,
32974828,Comfortable ground floor bedroom close to center,8801297,Natalie,2013,Bos en Lommer,52.37663,4.86173,Private room,89,2,205,2022-05-29,4.88,4.96,4.94,4.92,4.96,4.77,4.74,2,1
32982335,The New Lake Boathouse,35003425,Sandra,2015,Zuid,52.34054,4.84561,Private room,130,2,104,2022-06-02,4.97,4.93,4.84,4.96,4.95,4.72,4.78,2,1
32985440,Countryside cottage  nearby Amsterdam,248250296,Brigitte,2019,Noord-Oost,52.44014,4.98411,Entire home/apt,152,2,58,2022-05-16,4.83,4.83,4.71,4.91,4.88,4.71,4.74,5,2
32988652,Spacious and bright apartment in Amsterdam (95m2),230144847,Alex,2018,Bijlmer-Centrum,52.31857,4.95828,Entire home/apt,435,2,11,2019-11-03,4.82,4.82,5,4.91,5,4.18,4.64,6,3
33008703,Cityden | 1-Bedroom Apartment for 2,246190166,Cityden,2019,Zuid,52.35392,4.88282,Entire home/apt,296,1,18,2022-04-11,4.28,4.06,4.22,4.67,4.5,4.78,3.94,2,1
33008830,Cityden | 1-Bedroom Apartment with Balcony,246190166,Cityden,2019,Zuid,52.35407,4.88158,Entire home/apt,327,1,4,2022-05-18,3.25,3.75,4.75,3.5,4.25,4.75,3.5,4,1
33008921,Cityden | 1-Bedroom Apartment for 2,246190166,Cityden,2019,Zuid,52.35587,4.88186,Entire home/apt,269,1,15,2022-05-01,4.53,4.53,4.67,4.6,4.6,4.73,4.33,2,1
33013917,"Super-located, Bright, Modern & Cosy Apartment",16269224,Tata,2016,De Baarsjes - Oud-West,52.3678,4.8507,Entire home/apt,140,4,3,2021-11-19,5,4.67,4.67,5,5,4.67,4.67,2,1
33026828,Beautiful and spacious family house (220 m2),79394277,Valerie,2016,Watergraafsmeer,52.34053,4.92,Entire home/apt,542,3,7,2022-05-04,5,5,5,5,5,5,4.86,6,4
33029686,Great apartment in trendy Pijp,248594626,Joël,2019,De Pijp - Rivierenbuurt,52.35143,4.89285,Entire home/apt,148,3,6,2019-12-31,4.83,5,5,5,4.83,4.83,4.33,2,1
33036837,Historic warehouse on small island in city centre,22508029,Oona,2014,Centrum-West,52.38518,4.88601,Entire home/apt,150,14,0,,,,,,,,,2,1
33042335,Gezellige eengezinswoning Amsterdam-Noord,61515859,Jurjen,2016,Noord-Oost,52.39451,4.9315,Entire home/apt,150,3,5,2021-07-31,5,5,5,5,5,4.8,5,4,3
33061795,Lovely apartment with sunny garden in quiet neighb,17415216,Loes,2014,Watergraafsmeer,52.33928,4.94218,Entire home/apt,200,5,10,2022-02-08,4.6,4.9,4.9,4.6,4.7,4.2,4.6,2,1
33087684,Near Pijp area - unique Dutch style ground floor,23158253,Aron,2014,De Pijp - Rivierenbuurt,52.34806,4.90658,Entire home/apt,150,3,14,2022-05-07,5,4.92,4.92,4.85,5,4.69,4.62,2,1
33089191,Modern 1 BR apartment w/Kingbed at Rembrandtpark,17280723,Arthur,2014,Slotervaart,52.36333,4.84242,Entire home/apt,150,4,3,2021-10-17,5,5,5,5,5,4.67,4.67,2,1
33092829,Cityden | Studio | Aparthotel,212230814,Cityden,2018,Buitenveldert - Zuidas,52.30206,4.86954,Entire home/apt,199,1,48,2022-05-14,4.54,4.56,4.6,4.63,4.42,4.42,4.44,2,1
33092889,Cityden | Studio XL | Full Service Aparthotel,212230814,Cityden,2018,Buitenveldert - Zuidas,52.30206,4.86954,Entire home/apt,246,1,13,2020-02-24,4.69,4.92,4.77,4.85,4.69,4.62,4.85,4,1
33092917,Cityden | 1-Bedroom Apartment | Aparthotel,212230814,Cityden,2018,Buitenveldert - Zuidas,52.30206,4.86954,Entire home/apt,290,1,66,2022-05-21,4.62,4.71,4.77,4.71,4.64,4.03,4.32,4,1
33092943,Cityden | 2-Bedroom Apartment | Aparthotel,212230814,Cityden,2018,Buitenveldert - Zuidas,52.30206,4.86954,Entire home/apt,376,1,77,2022-05-26,4.81,4.73,4.79,4.77,4.75,4.38,4.52,6,2
33092974,Cityden | 2-Bedroom Apartment XL | Aparthotel,212230814,Cityden,2018,Buitenveldert - Zuidas,52.30206,4.86954,Entire home/apt,398,1,50,2022-05-27,4.62,4.52,4.66,4.6,4.62,4.14,4.32,6,2
33129141,Willem de Zwijger Luxury Ark,52650619,Rental Valley,2015,Bos en Lommer,52.37748,4.8634,Entire home/apt,200,1,67,2022-05-21,5,4.97,5,4.93,4.97,4.73,4.75,2,1
33160030,Houseboat Havana,47770842,Sven,2015,Buitenveldert - Zuidas,52.33433,4.84834,Private room,180,2,53,2022-06-01,4.55,4.55,4.62,4.74,4.6,4.38,4.38,4,2
33180772,Great location near by the vondelpark,13298456,Amsterdam,2014,De Baarsjes - Oud-West,52.36369,4.87951,Entire home/apt,195,2,9,2019-10-21,4.56,4.67,4.78,4.67,4.22,5,4.56,4,2
33180808,Sunny apartment in Amsterdam West district,13291991,Danny,2014,De Baarsjes - Oud-West,52.36518,4.85594,Entire home/apt,221,3,7,2020-02-13,4.4,5,4.4,5,5,4.8,4.2,3,2
33182683,ID APARTHOTEL - *** 1-Bedroom Apartment,243869294,Sophie,2019,Geuzenveld - Slotermeer,52.38834,4.83375,Private room,235,1,34,2021-09-16,4.32,4.65,4.5,4.79,4.74,4.59,4.41,2,1
33184440,Luxurious Amsterdam Penthouse with waterview!,9578096,Iva,2013,IJburg - Zeeburgereiland,52.35431,4.99841,Entire home/apt,195,3,7,2021-08-28,4.86,5,4.86,4.86,4.86,5,4.57,4,3
33241384,ID APARTHOTEL -  *** 2-Bedroom Apartment,243869294,Sophie,2019,Geuzenveld - Slotermeer,52.3868,4.83541,Private room,356,1,155,2022-05-15,4.78,4.84,4.85,4.88,4.92,4.57,4.59,4,2
33241443,ID APARTHOTEL - *** Studio Apartment,243869294,Sophie,2019,Geuzenveld - Slotermeer,52.38818,4.83349,Private room,230,1,108,2022-04-22,4.7,4.73,4.7,4.87,4.83,4.66,4.53,2,1
33241583,ID APARTHOTEL - *** 3-Bedroom Apartment,243869294,Sophie,2019,Geuzenveld - Slotermeer,52.3886,4.83331,Private room,742,1,79,2022-05-22,4.69,4.69,4.63,4.79,4.88,4.47,4.47,6,3
33242539,ID APARTHOTEL - *** 4-Bedroom Apartment,243869294,Sophie,2019,Geuzenveld - Slotermeer,52.38865,4.83403,Private room,842,1,27,2022-05-16,4.81,4.81,4.96,4.89,4.93,4.67,4.52,8,4
33259235,TWENTY EIGHT - 2-Bedroom / Family Apartment ****,249828335,Sophie,2019,Zuid,52.34244,4.85656,Entire home/apt,699,1,7,2022-05-20,5,5,4.86,5,5,4.86,5,4,2
33265953,Bright and Spacious appartment in Amsterdam,172000244,Cato,2018,Oud-Oost,52.3539,4.92137,Entire home/apt,140,2,0,,,,,,,,,2,1
33280916,Stylish central apartment for family or 2 couples,34516326,Julia,2015,Centrum-Oost,52.36467,4.9101,Entire home/apt,195,2,4,2019-09-29,4.75,5,4.5,5,5,4.75,4.25,5,3
33293787,Luxury appartment near Amsterdam authentic village,250750735,Mats,2019,Noord-West,52.42902,4.91289,Entire home/apt,120,5,68,2022-05-21,4.88,4.9,4.87,4.97,4.93,4.75,4.69,4,1
33304570,☆ BIG | CENTRAL | GREAT AREA | QUIET STREET | ☆,51205764,Loïs,2015,De Baarsjes - Oud-West,52.36199,4.86981,Entire home/apt,130,3,15,2021-12-13,5,4.93,5,4.93,5,4.93,4.8,2,1
33305599,"Spacious, stylish and bright 100m from Dam Square",77540373,Cashoo,2016,Centrum-West,52.37048,4.8945,Entire home/apt,220,3,0,,,,,,,,,2,1
33312803,Lovely family home in green oasis @ upcoming North,4977985,Ralph,2013,Oud-Noord,52.39366,4.91619,Entire home/apt,149,2,5,2020-01-01,5,5,5,4.8,5,5,4.8,4,2
33326302,Lovely home near Vondelpark: great for couples!,68783888,Lotte,2016,De Baarsjes - Oud-West,52.36446,4.85972,Entire home/apt,139,2,10,2021-09-13,5,5,4.8,5,5,4.9,4.7,2,1
33357705,Family room on a houseboat,24700402,Barbara,2014,Watergraafsmeer,52.34127,4.91508,Private room,129,2,58,2022-06-04,4.84,4.91,4.91,4.98,4.97,4.72,4.74,3,1
33359293,"Cosy apartment in Amsterdam West, near city centre",23702951,Claire,2014,De Baarsjes - Oud-West,52.37059,4.85031,Entire home/apt,140,2,1,2022-05-19,5,5,5,5,5,5,5,2,1
33359533,Bright & spacious Studio @ Eco-Houseboat!,2847616,Arie,2012,Westerpark,52.39056,4.88719,Private room,295,2,41,2022-04-25,4.83,4.76,4.76,4.88,4.95,4.8,4.78,2,1
33361465,Central & Modern Studio on Eco-Houseboat!,2847616,Arie,2012,Westerpark,52.39056,4.88719,Private room,288,2,21,2021-10-07,4.86,4.95,4.95,5,5,4.9,4.81,2,
33364999,City Centre apartment corner Reguliersgracht,8088712,Yeter,2013,Centrum-Oost,52.36188,4.89629,Entire home/apt,350,1,14,2019-10-17,5,4.93,4.93,4.93,4.93,4.86,4.57,4,2
33412851,Residences | 1-Bedrooms | Serviced Apartment,228849778,Residences Old Centre,2018,Centrum-West,52.38786,4.88604,Entire home/apt,174,7,1,2021-08-15,3,3,5,5,3,5,5,4,1
33412977,Residences | 2-Bedrooms | Serviced Apartment,228849778,Residences Old Centre,2018,Centrum-West,52.38615,4.88665,Entire home/apt,195,1,3,2021-08-21,4.33,4,3.67,4.33,4,5,4,4,2
33413159,Residences | 2-Bedrooms | Serviced Apartment,228849778,Residences Old Centre,2018,Centrum-West,52.3862,4.88659,Entire home/apt,206,1,0,,,,,,,,,3,2
33413180,Residences | 2-Bedrooms | Serviced Apartment,228849778,Residences Old Centre,2018,Centrum-West,52.38769,4.8861,Entire home/apt,206,1,0,,,,,,,,,4,2
33416292,Nassau apartment A,251729623,Anke,2019,De Baarsjes - Oud-West,52.36985,4.87366,Private room,161,1,21,2022-05-22,4.38,4.38,4.62,4.48,4.29,4.67,4.24,2,1
33416933,Nassau  Apartment B,251729623,Anke,2019,De Baarsjes - Oud-West,52.3713,4.87439,Private room,159,1,23,2022-05-30,4.35,4.26,4.39,3.74,4.35,4.48,4.09,2,1
33424512,Large family house near the city centre!,251533418,Christel,2019,Geuzenveld - Slotermeer,52.37328,4.821,Entire home/apt,150,4,4,2022-05-03,4.5,4.67,4.75,4.5,4.67,4.33,4.33,4,5
33426492,Amsterdam Pearl Houseboat,13764503,Nina&Predrag,2014,Centrum-Oost,52.37398,4.90804,Entire home/apt,273,1,17,2022-05-01,4.53,4.41,4.94,4.88,4.88,4.76,3.82,3,1
33439715,Family Room,244695471,Heye 130,2019,De Baarsjes - Oud-West,52.36226,4.86405,Hotel room,216,1,78,2022-05-25,4.78,4.76,4.9,4.86,4.94,4.76,4.76,4,1
33441780,studio at the park with free parking place,4605318,Jacqueline,2013,Oud-Noord,52.38929,4.93728,Private room,186,2,52,2022-06-04,4.92,4.94,4.85,4.94,4.98,4.73,4.69,4,2
33448591,Room in City Center Nearby Leidse & Museum Square,251983944,Yavuz,2019,Centrum-Oost,52.36011,4.88851,Private room,209,2,112,2022-05-20,4.57,4.71,4.67,4.76,4.67,4.88,4.42,4,1
33503225,Gorgeous apartment near Center/ Airport (+parking),16321910,Lucia,2014,Osdorp,52.35778,4.79699,Entire home/apt,180,5,7,2021-08-17,5,5,5,5,5,4.57,4.57,4,2
33504455,spacious appartment in vibrant area,4082004,Daan,2012,De Baarsjes - Oud-West,52.36846,4.86849,Entire home/apt,250,3,3,2022-05-29,5,5,5,5,5,5,5,2,1
33508984,Fantastic Amsterdam group apartment - 4 bedrooms!,138369331,Peter,2017,Watergraafsmeer,52.33507,4.93209,Entire home/apt,355,2,30,2022-05-22,4.43,4.33,4.13,4.8,4.87,4.03,3.87,12,4
33516464,Cozy flat in De Pijp view on Albert Cuypmarkt,58230511,Clément,2016,De Pijp - Rivierenbuurt,52.35633,4.89571,Entire home/apt,150,6,6,2022-05-16,5,5,5,5,5,5,5,2,1
33521588,Complete House; Amsterdam (10min) Zandvoort (30)!,73609793,Jappie,2016,De Aker - Nieuw Sloten,52.33203,4.78227,Entire home/apt,249,4,12,2022-05-30,4.92,4.92,4.92,5,5,4.5,4.5,5,3
33539827,Central 3rd/4th floor apartment next to Foodhallen,613779,Silvana,2011,De Baarsjes - Oud-West,52.36697,4.86541,Entire home/apt,145,1,11,2022-03-18,5,5,4.9,4.9,5,4.9,4.7,2,1
33551474,Luxurious apartment +terrace +parking +Amsterdam,250365522,Mark,2019,Watergraafsmeer,52.34226,4.9624,Private room,99,1,93,2022-06-03,4.95,4.94,5,4.99,4.94,4.74,4.8,2,1
33553227,"Modern Apartment + 2 bikes, Rivierenbuurt district",23660890,Danja,2014,De Pijp - Rivierenbuurt,52.34528,4.91054,Entire home/apt,141,2,23,2022-05-29,5,4.96,4.91,4.96,5,4.83,4.61,2,1
33555554,Room in bright and new Jordaan apartment,8706910,Kristian,2013,Centrum-West,52.37477,4.88184,Private room,95,1,41,2022-04-14,5,5,4.98,5,5,5,4.85,2,1
33559580,"Quiet room with free parking, 20 min to Center",57179832,Hans,2016,Bijlmer-Oost,52.333,4.96061,Private room,87,2,95,2022-06-02,4.95,4.95,4.99,4.98,4.95,4.83,4.94,2,1
33568150,"Modern Houseboat, Close to city centre",87059310,Sjouk,2016,Noord-West,52.41512,4.90072,Entire home/apt,150,4,14,2022-05-27,4.93,5,4.93,5,4.93,4.86,4.79,2,1
33571399,Unique spacious apartment at the Admiralengracht,28011109,Dingeman,2015,De Baarsjes - Oud-West,52.36724,4.8591,Entire home/apt,135,3,6,2022-03-25,4.83,5,5,4.67,5,4.83,4.33,4,3
33575281,Family House on the water in Amsterdam North,252993821,Douglas,2019,Noord-West,52.42467,4.8923,Entire home/apt,129,3,5,2020-08-12,5,5,4.6,5,5,4.4,4,4,3
33587988,"Studio45, a home away from home nearby NDSM and CS",68255627,Joost,2016,Oud-Noord,52.39112,4.90509,Private room,120,2,126,2022-06-04,4.9,4.94,4.97,4.99,4.99,4.68,4.75,2,1
33603407,Gastenverblijf op woonboot met zicht op oude molen,253219704,Nathan,2019,Oud-Oost,52.36607,4.92669,Private room,193,2,103,2022-06-03,4.94,4.95,4.86,4.97,4.98,4.85,4.72,4,2
33604204,Stunning group apartment - 4 bedrooms!,138369331,Peter,2017,Watergraafsmeer,52.33263,4.927,Entire home/apt,354,2,27,2022-05-17,4.63,4.41,4.7,4.89,4.93,4.26,4.22,13,4
33605770,"Twin room - Luke, Leia is your sister",243118788,The Arcade Hotel,2019,De Pijp - Rivierenbuurt,52.35464,4.89793,Private room,231,1,28,2022-02-12,4.32,4.5,4.46,4.86,4.96,4.68,4.43,2,1
33606667,Modern and spacious waterview house - Free parking,253244871,Karen,2019,IJburg - Zeeburgereiland,52.34761,5.01463,Entire home/apt,295,3,6,2019-10-14,5,5,5,5,5,5,4.6,4,2
33610577,In the Heart of the Flower Market. City Centre.,46697571,Artem,2015,Centrum-West,52.36662,4.89069,Private room,111,2,81,2022-06-01,4.98,4.88,4.96,5,5,4.98,4.74,2,1
33633691,Luxurious  new appartment with private garden!,3386194,Femke,2012,Westerpark,52.37667,4.87089,Entire home/apt,249,3,11,2022-05-03,4.91,5,4.91,5,5,4.91,4.91,2,1
33649321,Amazing spacious room in stylish apartment,253596222,Daniel,2019,De Baarsjes - Oud-West,52.3717,4.85317,Private room,86,3,75,2022-05-21,4.09,4.17,3.41,4.48,4.39,4.37,3.87,3,1
33650347,Cozy room in stylish apartment with view on garden,253596222,Daniel,2019,De Baarsjes - Oud-West,52.37053,4.853,Private room,70,2,20,2019-09-23,4.05,4.5,4.25,4.35,4.75,4.65,4.1,1,1
33658230,"Nice and bright, cosy apartment in West-Amsterdam",253668218,Stefanie,2019,Bos en Lommer,52.37304,4.8474,Entire home/apt,120,2,6,2020-03-15,5,5,5,5,5,5,5,4,1
33659476,Amazing spacious Family house 5 min From Amsterdam,242143603,Ran,2019,Buitenveldert - Zuidas,52.31001,4.86772,Entire home/apt,250,4,1,2022-05-07,5,5,5,5,5,5,5,8,4
33660154,"Light, spacious, stylish houseboat (town centre)",201077336,Wim,2018,Centrum-West,52.38025,4.88227,Entire home/apt,298,3,25,2022-05-30,4.96,5,4.96,5,5,5,4.64,2,1
33677630,"Bright & quiet home with garden, close to centre",4412129,Benjamin,2012,IJburg - Zeeburgereiland,52.35656,4.9957,Entire home/apt,271,3,1,2019-06-16,5,5,5,5,5,5,5,4,2
33677866,cozy room in city centre,253837793,Joukje,2019,Centrum-Oost,52.36513,4.88787,Private room,150,2,27,2020-02-23,4.96,4.96,4.96,4.96,4.96,5,4.74,2,1
33684134,Private & Cosy Studio in Amsterdam,7351191,Paulien,2013,Oud-Oost,52.35307,4.92044,Private room,80,1,67,2022-06-01,4.87,4.93,4.67,4.96,4.97,4.82,4.7,1,
33713934,"Sunny home & garden, close to Westerpark and beach",35087642,Karijn,2015,Geuzenveld - Slotermeer,52.38246,4.83005,Entire home/apt,150,2,13,2022-05-05,4.69,4.85,4.69,5,5,4.77,4.77,4,3
33727546,Bright lighted apartment with balcony in Amsterdam,56376958,Erik-Jan,2016,Oud-Oost,52.36568,4.92905,Entire home/apt,175,2,3,2019-09-24,4.67,5,4.33,5,5,5,4.67,2,1
33730178,TWENTY EIGHT - Executive Apartment ****,249828335,Sophie,2019,Zuid,52.3444,4.85718,Entire home/apt,443,1,1,2019-08-17,5,5,5,5,5,5,4,2,1
33730236,TWENTY EIGHT - Studio Apartment ****,249828335,Sophie,2019,Zuid,52.34254,4.85815,Entire home/apt,413,1,17,2022-04-30,4.88,4.94,4.94,4.88,4.82,4.71,4.71,2,1
33733808,Double cabin on sailing ship 20 min to center No 9,22879651,Wamme,2014,IJburg - Zeeburgereiland,52.3526,5.00533,Private room,74,1,4,2020-01-03,5,5,5,5,5,5,5,2,1
33734409,Double cabin on sailing ship 20 min to center No10,22879651,Wamme,2014,IJburg - Zeeburgereiland,52.35283,5.00528,Private room,74,1,1,2019-05-01,5,5,3,5,5,5,5,2,1
33734417,Geek BnB -  1 to 4 guests close to metro,73937898,Ariel,2016,Bijlmer-Centrum,52.3173,4.95538,Private room,134,1,96,2022-05-16,4.55,4.76,4.82,4.88,4.88,4.53,4.53,4,2
33767056,Private apartment for rent (Close to Jordaan),67605189,Maaike,2016,Westerpark,52.38303,4.87141,Entire home/apt,75,2,10,2019-12-30,5,4.9,5,5,5,4.7,4.9,2,1
33793634,"140m2 Home Central Amsterdam - ""Gold West""",80868832,Alex,2016,Bos en Lommer,52.37531,4.85683,Private room,200,2,0,,,,,,,,,4,2
33823199,Cosy home 15 mins from vibrant city centre!,75965589,Tina,2016,Oud-Noord,52.39246,4.9276,Private room,70,3,10,2022-04-26,5,5,5,5,5,4.78,4.67,2,1
33865629,Room Charlotte (not suitable for parties),176320082,Enrico / Samuel / Andy,2018,Centrum-Oost,52.36292,4.88628,Private room,78,1,216,2022-06-05,4.44,4.6,4.57,4.73,4.62,4.83,4.34,2,1
33875782,Sustainable family home free parking garden+swings,6099896,Thijs,2013,Noord-West,52.41801,4.89529,Entire home/apt,131,3,15,2022-05-08,4.8,5,4.53,5,5,4.87,4.73,4,3
33877752,Hip in Amsterdam-noord: Het alles in 1 huis!,46439693,Laura,2015,Noord-Oost,52.406845,4.932963,Entire home/apt,256,1,1,2022-05-22,5,5,5,5,5,5,5,4,3
33878182,Pure ontspanning op het platteland,144967618,Sophie En Nicole,2017,Noord-Oost,52.4244,5.02254,Private room,75,2,10,2022-04-21,4.3,4.5,4.1,4.9,4.5,4.6,4.1,6,1
33889977,Bright apartment near vondelpark with roofterrace!,24344396,Nicolette,2014,Zuid,52.351528,4.848477,Entire home/apt,300,6,9,2020-01-03,5,4.67,4.78,4.78,4.78,4.78,4.33,3,2
33904432,Big family HOUSEBOAT boat central private kitchen,256030214,Henk,2019,De Baarsjes - Oud-West,52.36559,4.87184,Entire home/apt,599,1,16,2022-05-03,4.81,4.75,4.94,4.88,4.81,4.94,4.19,4,2
33926117,Lovely Family home with garden in Amsterdam west,7945146,Bilu & Bili,2013,Slotervaart,52.359,4.82414,Entire home/apt,185,3,7,2020-02-22,5,4.86,4.57,4.43,4.29,4.29,4.14,4,2
33932364,Bright and cosy apartment in Bos en Lommer,40033654,Simone,2015,Bos en Lommer,52.38005,4.84695,Entire home/apt,167,4,10,2022-05-22,5,5,4.9,5,5,4.7,5,2,1
33937030,Amsterdam 2 Bedroom Lux Houseboat,13764503,Nina&Predrag,2014,Centrum-Oost,52.37517,4.90685,Private room,408,1,3,2020-01-02,4.67,4.67,5,4.67,5,5,4.33,4,2
33949094,Lockable bedroom with shared bathroom & kitchen 1,256365003,Sid,2019,Buitenveldert - Zuidas,52.31396,4.87762,Private room,53,1,37,2022-04-15,4.84,4.78,4.59,4.86,4.78,4.68,4.73,2,1
33950278,Modern fam. house nearby Amsterdam - max 2 adults,31016826,Marleen,2015,Noord-West,52.42753,4.92856,Entire home/apt,350,7,0,,,,,,,,,6,3
33980766,"Classic Triple
 ",244695471,Heye 130,2019,De Baarsjes - Oud-West,52.36189,4.86455,Hotel room,203,1,92,2022-05-29,4.6,4.7,4.62,4.77,4.66,4.5,4.48,3,1
33986110,Private studio in the citycenter and yet quiet,256615763,Thomas,2019,Centrum-Oost,52.37267,4.90286,Private room,120,3,105,2022-05-27,4.95,4.99,4.96,4.97,4.97,5,4.84,2,1
34008858,Private room / Super clean / Renovated,190794929,Mitch,2018,Oostelijk Havengebied - Indische Buurt,52.35962,4.9361,Private room,104,1,104,2022-05-24,4.93,4.93,4.89,4.95,4.98,4.76,4.78,2,1
34011933,Spacious house with sunny garden in Amsterdam,255939169,Marjolein,2019,Bos en Lommer,52.38027,4.84943,Entire home/apt,328,1,13,2022-05-29,5,5,4.92,5,5,4.46,4.38,4,2
34012458,Appartment with private terrace near city  centre,142536057,Sabine,2017,Westerpark,52.3766,4.87049,Entire home/apt,155,3,4,2019-09-18,4.75,4.5,4.5,4.75,4.5,4.5,4,2,1
34032786,Deluxe Double,244695471,Heye 130,2019,De Baarsjes - Oud-West,52.36189,4.86455,Hotel room,183,1,14,2022-05-11,4.79,4.93,4.93,4.79,4.86,4.79,4.64,2,1
34050698,Private sunny apartment with terrace in east,27205400,Thanh,2015,Oud-Oost,52.3555,4.92586,Entire home/apt,150,2,6,2019-12-27,5,5,5,5,5,4.67,5,2,1
34053070,Private rooms in old harbour of Amsterdam,254572671,Annette,2019,Oostelijk Havengebied - Indische Buurt,52.370697,4.941571,Private room,90,3,43,2022-05-29,4.91,4.86,4.95,5,4.98,4.77,4.7,2,1
34070600,"Old Family House 1889
6 per 3 gardens 2 fireplaces",67862871,Edward,2016,Oud-Noord,52.39205,4.92644,Entire home/apt,450,3,5,2019-08-25,4.6,4.4,4,4.8,4.8,4.6,4.6,6,4
34087777,Rinsie’s two bedroom condo comfy & tidy,13142543,Ramon & Rinske,2014,Zuid,52.34543,4.86498,Hotel room,190,1,102,2022-05-29,4.87,4.95,4.88,4.98,4.93,4.82,4.65,4,2
34099666,"Private room in sunny, quiet garden apt (with dog)",7942509,Olga,2013,Westerpark,52.39185,4.87027,Private room,55,2,12,2019-12-16,4.92,5,4.92,5,5,5,4.83,1,1
34108976,Economy Quad,244695471,Heye 130,2019,De Baarsjes - Oud-West,52.36189,4.86455,Hotel room,228,1,56,2022-05-28,4.54,4.66,4.59,4.7,4.66,4.59,4.46,4,1
34110514,"The SilhoueT, barge nearby the Amsterdam City",257554404,Albertjan,2019,Westerpark,52.39173,4.8855,Entire home/apt,330,2,10,2022-05-22,4.8,4.5,4.3,4.6,4.7,4.8,4.3,12,5
34137575,"Sunny, spacious, stylish apt with garden & office",7942509,Olga,2013,Westerpark,52.39266,4.8705,Entire home/apt,120,3,2,2019-07-14,5,5,5,5,5,5,5,2,1
34146515,Cozy apartment in Amsterdam,68870722,Yolanda,2016,Oud-Oost,52.35885,4.90658,Entire home/apt,200,4,6,2020-01-05,4.83,4.83,4.83,5,5,5,4.5,2,1
34168773,Family House - perfect for an Amsterdam Visit!,1647477,Arnoud,2012,Bijlmer-Centrum,52.26953,4.96942,Entire home/apt,175,7,4,2021-08-10,4.75,5,4.25,5,5,5,5,5,3
34174819,Private Room / Modern Apartment / Super Clean,190794929,Mitch,2018,Oud-Oost,52.35796,4.93609,Private room,98,1,46,2022-05-30,4.87,4.98,4.93,5,4.93,4.76,4.78,2,1
